Cd_Mun;Município;area_plantada_ha
4107157;Diamante D'Oeste (PR);7403
4107207;Dois Vizinhos (PR);31965
4107256;Douradina (PR);8084
4107306;Doutor Camargo (PR);18914
4107405;Enéas Marques (PR);5806
4107504;Engenheiro Beltrão (PR);67262
4107520;Esperança Nova (PR);1667
4107538;Entre Rios do Oeste (PR);10266
4107546;Espigão Alto do Iguaçu (PR);14617
4107553;Farol (PR);40565
4107603;Faxinal (PR);27569
4107652;Fazenda Rio Grande (PR);2709
4107702;Fênix (PR);29684
4107736;Fernandes Pinheiro (PR);26953
4107751;Figueira (PR);3356
4107801;Floraí (PR);24028
4107850;Flor da Serra do Sul (PR);9339
4107900;Floresta (PR);24708
4108007;Florestópolis (PR);19538
4108106;Flórida (PR);6105
4108205;Formosa do Oeste (PR);32343
4108304;Foz do Iguaçu (PR);20946
4108320;Francisco Alves (PR);36825
4108403;Francisco Beltrão (PR);30966
4108452;Foz do Jordão (PR);17860
4108502;General Carneiro (PR);4419
4108551;Godoy Moreira (PR);7179
4108601;Goioerê (PR);61893
4108650;Goioxim (PR);29551
4108700;Grandes Rios (PR);9062
4108809;Guaíra (PR);67620
4108908;Guairaçá (PR);17158
4108957;Guamiranga (PR);14225
4109005;Guapirama (PR);11206
4109104;Guaporema (PR);11071
4109203;Guaraci (PR);10864
4109302;Guaraniaçu (PR);32508
4109401;Guarapuava (PR);132803
4109500;Guaraqueçaba (PR);2248
4109609;Guaratuba (PR);4575
4109658;Honório Serpa (PR);26070
4109708;Ibaiti (PR);29910
4109757;Ibema (PR);10128
4109807;Ibiporã (PR);33185
4109906;Icaraíma (PR);15857
4110003;Iguaraçu (PR);20145
4110052;Iguatu (PR);7592
4110078;Imbaú (PR);5134
4110102;Imbituva (PR);47210
4110201;Inácio Martins (PR);4714
4110300;Inajá (PR);9401
4110409;Indianópolis (PR);6489
4110508;Ipiranga (PR);44218
4110607;Iporã (PR);39241
4110656;Iracema do Oeste (PR);13581
4110706;Irati (PR);65844
4110805;Iretama (PR);19149
4110904;Itaguajé (PR);5700
4110953;Itaipulândia (PR);19389
4111001;Itambaracá (PR);29410
4111100;Itambé (PR);35190
4111209;Itapejara d'Oeste (PR);32215
4111258;Itaperuçu (PR);3523
4111308;Itaúna do Sul (PR);3231
4111407;Ivaí (PR);39076
4111506;Ivaiporã (PR);33240
4111555;Ivaté (PR);14432
4111605;Ivatuba (PR);16573
4111704;Jaboti (PR);5379
4111803;Jacarezinho (PR);33684
4111902;Jaguapitã (PR);28437
4112009;Jaguariaíva (PR);36467
4112108;Jandaia do Sul (PR);9522
4112207;Janiópolis (PR);38477
4112306;Japira (PR);10539
4112405;Japurá (PR);21164
4112504;Jardim Alegre (PR);25313
4112603;Jardim Olinda (PR);7210
4112702;Jataizinho (PR);17732
4112751;Jesuítas (PR);28652
4112801;Joaquim Távora (PR);4934
4112900;Jundiaí do Sul (PR);16415
4112959;Juranda (PR);56882
4113007;Jussara (PR);27174
4113106;Kaloré (PR);21213
4113205;Lapa (PR);76185
4113254;Laranjal (PR);3795
4113304;Laranjeiras do Sul (PR);29331
4113403;Leópolis (PR);42309
4113429;Lidianópolis (PR);12038
4113452;Lindoeste (PR);18318
4113502;Loanda (PR);8966
4113601;Lobato (PR);18534
4113700;Londrina (PR);102148
4113734;Luiziana (PR);81085
4113759;Lunardelli (PR);9260
4113809;Lupionópolis (PR);11502
4113908;Mallet (PR);24320
4114005;Mamborê (PR);108557
4114104;Mandaguaçu (PR);27504
4114203;Mandaguari (PR);11424
4114302;Mandirituba (PR);4488
4114351;Manfrinópolis (PR);1732
4114401;Mangueirinha (PR);60356
4114500;Manoel Ribas (PR);42376
4114609;Marechal Cândido Rondon (PR);60810
4114708;Maria Helena (PR);4924
4114807;Marialva (PR);53558
4114906;Marilândia do Sul (PR);43927
4115002;Marilena (PR);4850
4115101;Mariluz (PR);40626
4115200;Maringá (PR);49161
4115309;Mariópolis (PR);24739
4115358;Maripá (PR);43721
4115408;Marmeleiro (PR);25137
4115457;Marquinho (PR);8819
4115507;Marumbi (PR);7947
4115606;Matelândia (PR);23487
4115705;Matinhos (PR);10
4115739;Mato Rico (PR);13946
4115754;Mauá da Serra (PR);8548
4115804;Medianeira (PR);25338
4115853;Mercedes (PR);14578
4115903;Mirador (PR);12191
4116000;Miraselva (PR);2377
4116059;Missal (PR);27485
4116109;Moreira Sales (PR);25116
4116208;Morretes (PR);1504
4116307;Munhoz de Melo (PR);12166
4116406;Nossa Senhora das Graças (PR);8832
4116505;Nova Aliança do Ivaí (PR);4439
4116604;Nova América da Colina (PR);12004
4116703;Nova Aurora (PR);67923
4116802;Nova Cantu (PR);39494
4116901;Nova Esperança (PR);18252
4116950;Nova Esperança do Sudoeste (PR);2951
4117008;Nova Fátima (PR);31207
4117057;Nova Laranjeiras (PR);14813
4117107;Nova Londrina (PR);6579
4117206;Nova Olímpia (PR);3859
4117214;Nova Santa Bárbara (PR);9763
4117222;Nova Santa Rosa (PR);26960
4117255;Nova Prata do Iguaçu (PR);25895
4117271;Nova Tebas (PR);14521
4117297;Novo Itacolomi (PR);7323
4117305;Ortigueira (PR);56925
4117404;Ourizona (PR);24433
4117453;Ouro Verde do Oeste (PR);21935
4117503;Paiçandu (PR);21821
4117602;Palmas (PR);37125
4117701;Palmeira (PR);81284
4117800;Palmital (PR);7009
4117909;Palotina (PR);91661
4118006;Paraíso do Norte (PR);13525
4118105;Paranacity (PR);22371
4118204;Paranaguá (PR);444
4118303;Paranapoema (PR);8259
4118402;Paranavaí (PR);23492
4118451;Pato Bragado (PR);10329
4118501;Pato Branco (PR);60233
4118600;Paula Freitas (PR);21126
4118709;Paulo Frontin (PR);22688
4118808;Peabiru (PR);46194
4118857;Perobal (PR);25668
4118907;Pérola (PR);2705
4119004;Pérola d'Oeste (PR);20041
4119103;Piên (PR);10980
4119152;Pinhais (PR);43
4119202;Pinhalão (PR);9951
4119251;Pinhal de São Bento (PR);3003
4119301;Pinhão (PR);63610
4119400;Piraí do Sul (PR);62595
4119509;Piraquara (PR);868
4119608;Pitanga (PR);71565
4119657;Pitangueiras (PR);16660
4119707;Planaltina do Paraná (PR);6074
4119806;Planalto (PR);23273
4119905;Ponta Grossa (PR);99166
4119954;Pontal do Paraná (PR);86
4120002;Porecatu (PR);16765
4120101;Porto Amazonas (PR);9264
4120150;Porto Barreiro (PR);17343
4120200;Porto Rico (PR);665
4120309;Porto Vitória (PR);2012
4120333;Prado Ferreira (PR);18375
4120358;Pranchita (PR);24143
4120408;Presidente Castelo Branco (PR);8230
4120507;Primeiro de Maio (PR);46825
4120606;Prudentópolis (PR);82585
4120655;Quarto Centenário (PR);51111
4120705;Quatiguá (PR);1792
4120804;Quatro Barras (PR);526
4120853;Quatro Pontes (PR);13896
4120903;Quedas do Iguaçu (PR);32001
4121000;Querência do Norte (PR);29798
4121109;Quinta do Sol (PR);42915
4121208;Quitandinha (PR);21614
4121257;Ramilândia (PR);6274
4121307;Rancho Alegre (PR);28206
4121356;Rancho Alegre D'Oeste (PR);36301
4121406;Realeza (PR);32076
4121505;Rebouças (PR);37223
4121604;Renascença (PR);44772
4121703;Reserva (PR);39727
4121752;Reserva do Iguaçu (PR);27593
4121802;Ribeirão Claro (PR);4482
4121901;Ribeirão do Pinhal (PR);14027
4122008;Rio Azul (PR);35227
4122107;Rio Bom (PR);12721
4122156;Rio Bonito do Iguaçu (PR);41558
4122172;Rio Branco do Ivaí (PR);15186
4122206;Rio Branco do Sul (PR);2127
4122305;Rio Negro (PR);17426
4122404;Rolândia (PR);50159
4122503;Roncador (PR);56964
4122602;Rondon (PR);22990
4122651;Rosário do Ivaí (PR);4557
4122701;Sabáudia (PR);17697
4122800;Salgado Filho (PR);5003
4122909;Salto do Itararé (PR);7192
4123006;Salto do Lontra (PR);18281
4123105;Santa Amélia (PR);8171
4123204;Santa Cecília do Pavão (PR);12610
4123303;Santa Cruz de Monte Castelo (PR);16444
4123402;Santa Fé (PR);19498
4123501;Santa Helena (PR);54487
4123600;Santa Inês (PR);7023
4123709;Santa Isabel do Ivaí (PR);10030
4123808;Santa Izabel do Oeste (PR);23761
4123824;Santa Lúcia (PR);13236
4123857;Santa Maria do Oeste (PR);14316
4123907;Santa Mariana (PR);60373
4123956;Santa Mônica (PR);10568
4124004;Santana do Itararé (PR);15591
4124020;Santa Tereza do Oeste (PR);37059
4124053;Santa Terezinha de Itaipu (PR);33738
4124103;Santo Antônio da Platina (PR);35390
4124202;Santo Antônio do Caiuá (PR);3679
4124301;Santo Antônio do Paraíso (PR);15567
4124400;Santo Antônio do Sudoeste (PR);18923
4124509;Santo Inácio (PR);16483
4124608;São Carlos do Ivaí (PR);17394
4124707;São Jerônimo da Serra (PR);28105
4124806;São João (PR);45383
4124905;São João do Caiuá (PR);6717
4125001;São João do Ivaí (PR);38162
4125100;São João do Triunfo (PR);19087
4125209;São Jorge d'Oeste (PR);19996
4125308;São Jorge do Ivaí (PR);51986
4125357;São Jorge do Patrocínio (PR);2019
4125407;São José da Boa Vista (PR);26850
4125456;São José das Palmeiras (PR);6163
4125506;São José dos Pinhais (PR);4864
4125555;São Manoel do Paraná (PR);6821
4125605;São Mateus do Sul (PR);57093
4125704;São Miguel do Iguaçu (PR);96307
4125753;São Pedro do Iguaçu (PR);29170
4125803;São Pedro do Ivaí (PR);23524
4125902;São Pedro do Paraná (PR);1675
4126009;São Sebastião da Amoreira (PR);37818
4126108;São Tomé (PR);14038
4126207;Sapopema (PR);7668
4126256;Sarandi (PR);12376
4126272;Saudade do Iguaçu (PR);5473
4126306;Sengés (PR);24918
4126355;Serranópolis do Iguaçu (PR);30529
4126405;Sertaneja (PR);66359
4126504;Sertanópolis (PR);59482
4126603;Siqueira Campos (PR);12042
4126652;Sulina (PR);11441
4126678;Tamarana (PR);24744
4126702;Tamboara (PR);7406
4126801;Tapejara (PR);22814
4126900;Tapira (PR);8547
4127007;Teixeira Soares (PR);59000
4127106;Telêmaco Borba (PR);823
4127205;Terra Boa (PR);28319
4127304;Terra Rica (PR);14811
4127403;Terra Roxa (PR);107980
4127502;Tibagi (PR);165428
4127601;Tijucas do Sul (PR);8954
4127700;Toledo (PR);139283
4127809;Tomazina (PR);14268
4127858;Três Barras do Paraná (PR);28208
4127882;Tunas do Paraná (PR);468
4127908;Tuneiras do Oeste (PR);30880
4127957;Tupãssi (PR);48573
4127965;Turvo (PR);21279
4128005;Ubiratã (PR);122279
4128104;Umuarama (PR);16769
4128203;União da Vitória (PR);6980
4128302;Uniflor (PR);7170
4128401;Uraí (PR);23977
4128500;Wenceslau Braz (PR);29317
4128534;Ventania (PR);37345
4128559;Vera Cruz do Oeste (PR);38197
4128609;Verê (PR);34156
4128625;Alto Paraíso (PR);2308
4128633;Doutor Ulysses (PR);7301
4128658;Virmond (PR);14126
4128708;Vitorino (PR);38176
4128807;Xambrê (PR);5641
4200051;Abdon Batista (SC);3684
4200101;Abelardo Luz (SC);64795
4200200;Agrolândia (SC);2809
4200309;Agronômica (SC);4812
4200408;Água Doce (SC);24136
4200507;Águas de Chapecó (SC);3197
4200556;Águas Frias (SC);2130
4200606;Águas Mornas (SC);426
4200705;Alfredo Wagner (SC);6852
4200754;Alto Bela Vista (SC);1020
4200804;Anchieta (SC);2291
4200903;Angelina (SC);1952
4201000;Anita Garibaldi (SC);5522
4201109;Anitápolis (SC);515
4201208;Antônio Carlos (SC);438
4201257;Apiúna (SC);939
4201273;Arabutã (SC);1206
4201307;Araquari (SC);2603
4201406;Araranguá (SC);7569
4201505;Armazém (SC);792
4201604;Arroio Trinta (SC);1930
4201653;Arvoredo (SC);709
4201703;Ascurra (SC);667
4201802;Atalanta (SC);3273
4201901;Aurora (SC);4932
4201950;Balneário Arroio do Silva (SC);-9999
4202008;Balneário Camboriú (SC);-9999
4202057;Balneário Barra do Sul (SC);52
4202073;Balneário Gaivota (SC);340
4202081;Bandeirante (SC);2570
4202099;Barra Bonita (SC);1198
4202107;Barra Velha (SC);1578
4202131;Bela Vista do Toldo (SC);12317
4202156;Belmonte (SC);3276
4202206;Benedito Novo (SC);880
4202305;Biguaçu (SC);633
4202404;Blumenau (SC);381
4202438;Bocaina do Sul (SC);2881
4202453;Bombinhas (SC);-9999
4202503;Bom Jardim da Serra (SC);1854
4202537;Bom Jesus (SC);5096
4202578;Bom Jesus do Oeste (SC);3290
4202602;Bom Retiro (SC);11952
4202701;Botuverá (SC);438
4202800;Braço do Norte (SC);570
4202859;Braço do Trombudo (SC);1028
4202875;Brunópolis (SC);11183
4202909;Brusque (SC);196
4203006;Caçador (SC);8225
4203105;Caibi (SC);3401
4203154;Calmon (SC);2388
4203204;Camboriú (SC);987
4203253;Capão Alto (SC);9126
4203303;Campo Alegre (SC);5188
4203402;Campo Belo do Sul (SC);16612
4203501;Campo Erê (SC);26038
4203600;Campos Novos (SC);83200
4203709;Canelinha (SC);569
4203808;Canoinhas (SC);40247
4203907;Capinzal (SC);6431
4203956;Capivari de Baixo (SC);1556
4204004;Catanduvas (SC);1465
4204103;Caxambu do Sul (SC);6554
4204152;Celso Ramos (SC);2619
4204178;Cerro Negro (SC);8616
4204194;Chapadão do Lageado (SC);4085
4204202;Chapecó (SC);20327
4204251;Cocal do Sul (SC);680
4204301;Concórdia (SC);10668
4204350;Cordilheira Alta (SC);415
4204400;Coronel Freitas (SC);3104
4204459;Coronel Martins (SC);2804
4204509;Corupá (SC);5589
4204558;Correia Pinto (SC);5607
4204608;Criciúma (SC);4509
4204707;Cunha Porã (SC);7925
4204756;Cunhataí (SC);862
4204806;Curitibanos (SC);20303
4204905;Descanso (SC);7381
4205001;Dionísio Cerqueira (SC);10523
4205100;Dona Emma (SC);1326
4205159;Doutor Pedrinho (SC);1143
4205175;Entre Rios (SC);2231
4205191;Ermo (SC);3973
4205209;Erval Velho (SC);3432
4205308;Faxinal dos Guedes (SC);14697
4205357;Flor do Sertão (SC);1306
4205407;Florianópolis (SC);32
4205431;Formosa do Sul (SC);705
4205456;Forquilhinha (SC);13018
4205506;Fraiburgo (SC);16775
4205555;Frei Rogério (SC);6255
4205605;Galvão (SC);6129
4205704;Garopaba (SC);358
4205803;Garuva (SC);2564
4205902;Gaspar (SC);2921
4206009;Governador Celso Ramos (SC);1
4206108;Grão Pará (SC);1894
4206207;Gravatal (SC);566
4206306;Guabiruba (SC);309
4206405;Guaraciaba (SC);8924
4206504;Guaramirim (SC);7514
4206603;Guarujá do Sul (SC);2212
4206652;Guatambú (SC);7671
4206702;Herval d'Oeste (SC);2356
4206751;Ibiam (SC);1752
4206801;Ibicaré (SC);3165
4206900;Ibirama (SC);840
4207007;Içara (SC);8554
4207106;Ilhota (SC);3966
4207205;Imaruí (SC);4820
4207304;Imbituba (SC);2767
4207403;Imbuia (SC);4984
4207502;Indaial (SC);477
4207577;Iomerê (SC);2643
4207601;Ipira (SC);1688
4207650;Iporã do Oeste (SC);4386
4207684;Ipuaçu (SC);16221
4207700;Ipumirim (SC);2076
4207759;Iraceminha (SC);4968
4207809;Irani (SC);4962
4207858;Irati (SC);1417
4207908;Irineópolis (SC);21090
4208005;Itá (SC);1215
4208104;Itaiópolis (SC);34734
4208203;Itajaí (SC);2035
4208302;Itapema (SC);357
4208401;Itapiranga (SC);4351
4208450;Itapoá (SC);435
4208500;Ituporanga (SC);16106
4208609;Jaborá (SC);2690
4208708;Jacinto Machado (SC);12155
4208807;Jaguaruna (SC);6913
4208906;Jaraguá do Sul (SC);3394
4208955;Jardinópolis (SC);1000
4209003;Joaçaba (SC);3717
4209102;Joinville (SC);5605
4209151;José Boiteux (SC);1614
4209177;Jupiá (SC);3193
4209201;Lacerdópolis (SC);1840
4209300;Lages (SC);13782
4209409;Laguna (SC);618
4209458;Lajeado Grande (SC);3765
4209508;Laurentino (SC);755
4209607;Lauro Müller (SC);546
4209706;Lebon Régis (SC);8825
4209805;Leoberto Leal (SC);3162
4209854;Lindóia do Sul (SC);2012
4209904;Lontras (SC);1635
4210001;Luiz Alves (SC);5092
4210035;Luzerna (SC);1852
4210050;Macieira (SC);1563
4210100;Mafra (SC);42686
4210209;Major Gercino (SC);540
4210308;Major Vieira (SC);16081
4210407;Maracajá (SC);2156
4210506;Maravilha (SC);6249
4210555;Marema (SC);1784
4210605;Massaranduba (SC);8495
4210704;Matos Costa (SC);1630
4210803;Meleiro (SC);10735
4210852;Mirim Doce (SC);1807
4210902;Modelo (SC);3345
4211009;Mondaí (SC);2240
4211058;Monte Carlo (SC);4231
4211108;Monte Castelo (SC);6507
4211207;Morro da Fumaça (SC);1250
4211256;Morro Grande (SC);4035
4211306;Navegantes (SC);1060
4211405;Nova Erechim (SC);1437
4211454;Nova Itaberaba (SC);1995
4211504;Nova Trento (SC);1660
4211603;Nova Veneza (SC);9120
4211652;Novo Horizonte (SC);4241
4211702;Orleans (SC);3128
4211751;Otacílio Costa (SC);8123
4211801;Ouro (SC);3644
4211850;Ouro Verde (SC);17990
4211876;Paial (SC);729
4211892;Painel (SC);1254
4211900;Palhoça (SC);643
4212007;Palma Sola (SC);13693
4212056;Palmeira (SC);1978
4212106;Palmitos (SC);11406
4212205;Papanduva (SC);25203
4212239;Paraíso (SC);2838
4212254;Passo de Torres (SC);705
4212270;Passos Maia (SC);7491
4212304;Paulo Lopes (SC);1381
4212403;Pedras Grandes (SC);1462
4212502;Penha (SC);47
4212601;Peritiba (SC);1556
4212650;Pescaria Brava (SC);215
4212700;Petrolândia (SC);5584
4212809;Balneário Piçarras (SC);1425
4212908;Pinhalzinho (SC);6251
4213005;Pinheiro Preto (SC);1707
4213104;Piratuba (SC);1649
4213153;Planalto Alegre (SC);1450
4213203;Pomerode (SC);347
4213302;Ponte Alta (SC);4290
4213351;Ponte Alta do Norte (SC);924
4213401;Ponte Serrada (SC);6131
4213500;Porto Belo (SC);85
4213609;Porto União (SC);9281
4213708;Pouso Redondo (SC);4286
4213807;Praia Grande (SC);4220
4213906;Presidente Castello Branco (SC);858
4214003;Presidente Getúlio (SC);3320
4214102;Presidente Nereu (SC);1640
4214151;Princesa (SC);2119
4214201;Quilombo (SC);9376
4214300;Rancho Queimado (SC);367
4214409;Rio das Antas (SC);6080
4214508;Rio do Campo (SC);5644
4214607;Rio do Oeste (SC);4258
4214706;Rio dos Cedros (SC);1764
4214805;Rio do Sul (SC);1480
4214904;Rio Fortuna (SC);562
4215000;Rio Negrinho (SC);15127
4215059;Rio Rufino (SC);1210
4215075;Riqueza (SC);2594
4215109;Rodeio (SC);1188
4215208;Romelândia (SC);2023
4215307;Salete (SC);1467
4215356;Saltinho (SC);1471
4215406;Salto Veloso (SC);1491
4215455;Sangão (SC);1644
4215505;Santa Cecília (SC);3669
4215554;Santa Helena (SC);1615
4215604;Santa Rosa de Lima (SC);228
4215653;Santa Rosa do Sul (SC);2851
4215679;Santa Terezinha (SC);12509
4215687;Santa Terezinha do Progresso (SC);770
4215695;Santiago do Sul (SC);1910
4215703;Santo Amaro da Imperatriz (SC);303
4215752;São Bernardino (SC);1977
4215802;São Bento do Sul (SC);2784
4215901;São Bonifácio (SC);326
4216008;São Carlos (SC);2865
4216057;São Cristóvão do Sul (SC);527
4216107;São Domingos (SC);28523
4216206;São Francisco do Sul (SC);129
4216255;São João do Oeste (SC);2170
4216305;São João Batista (SC);650
4216354;São João do Itaperiú (SC);2480
4216404;São João do Sul (SC);6365
4216503;São Joaquim (SC);9370
4216602;São José (SC);66
4216701;São José do Cedro (SC);8583
4216800;São José do Cerrito (SC);13657
4216909;São Lourenço do Oeste (SC);7459
4217006;São Ludgero (SC);234
4217105;São Martinho (SC);680
4217154;São Miguel da Boa Vista (SC);1142
4217204;São Miguel do Oeste (SC);3484
4217253;São Pedro de Alcântara (SC);253
4217303;Saudades (SC);6802
4217402;Schroeder (SC);1390
4217501;Seara (SC);3975
4217550;Serra Alta (SC);2597
4217600;Siderópolis (SC);901
4217709;Sombrio (SC);4625
4217758;Sul Brasil (SC);1076
4217808;Taió (SC);6095
4217907;Tangará (SC);9866
4217956;Tigrinhos (SC);1766
4218004;Tijucas (SC);2401
4218103;Timbé do Sul (SC);3705
4218202;Timbó (SC);700
4218251;Timbó Grande (SC);1622
4218301;Três Barras (SC);8550
4218350;Treviso (SC);88
4218400;Treze de Maio (SC);3076
4218509;Treze Tílias (SC);2282
4218608;Trombudo Central (SC);1530
4218707;Tubarão (SC);5697
4218756;Tunápolis (SC);1498
4218806;Turvo (SC);12555
4218855;União do Oeste (SC);2418
4218905;Urubici (SC);2164
4218954;Urupema (SC);741
4219002;Urussanga (SC);1947
4219101;Vargeão (SC);7226
4219150;Vargem (SC);4998
4219176;Vargem Bonita (SC);2427
4219200;Vidal Ramos (SC);6152
4219309;Videira (SC);8374
4219358;Vitor Meireles (SC);3899
4219408;Witmarsum (SC);1728
4219507;Xanxerê (SC);18627
4219606;Xavantina (SC);1510
4219705;Xaxim (SC);6367
4219853;Zortéa (SC);6940
4220000;Balneário Rincão (SC);59
4300034;Aceguá (RS);34184
4300059;Água Santa (RS);19241
4300109;Agudo (RS);19830
4300208;Ajuricaba (RS);31798
4300307;Alecrim (RS);5005
4300406;Alegrete (RS);94668
4300455;Alegria (RS);12098
4300471;Almirante Tamandaré do Sul (RS);22302
4300505;Alpestre (RS);7493
4300554;Alto Alegre (RS);7503
4300570;Alto Feliz (RS);590
4300604;Alvorada (RS);86
4300638;Amaral Ferrador (RS);7014
4300646;Ametista do Sul (RS);2159
4300661;André da Rocha (RS);21646
4300703;Anta Gorda (RS);7721
4300802;Antônio Prado (RS);4633
4300851;Arambaré (RS);22295
4300877;Araricá (RS);84
4300901;Aratiba (RS);4919
4301008;Arroio do Meio (RS);3197
4301057;Arroio do Sal (RS);116
4301073;Arroio do Padre (RS);2389
4301107;Arroio dos Ratos (RS);4312
4301206;Arroio do Tigre (RS);19643
4301305;Arroio Grande (RS);76710
4301404;Arvorezinha (RS);9640
4301503;Augusto Pestana (RS);29783
4301552;Áurea (RS);9025
4301602;Bagé (RS);50338
4301636;Balneário Pinhal (RS);534
4301651;Barão (RS);1041
4301701;Barão de Cotegipe (RS);12670
4301750;Barão do Triunfo (RS);6805
4301800;Barracão (RS);29280
4301859;Barra do Guarita (RS);2878
4301875;Barra do Quaraí (RS);23456
4301909;Barra do Ribeiro (RS);18129
4301925;Barra do Rio Azul (RS);2461
4301958;Barra Funda (RS);4582
4302006;Barros Cassal (RS);15112
4302055;Benjamin Constant do Sul (RS);2807
4302105;Bento Gonçalves (RS);5277
4302154;Boa Vista das Missões (RS);30191
4302204;Boa Vista do Buricá (RS);5019
4302220;Boa Vista do Cadeado (RS);53501
4302238;Boa Vista do Incra (RS);38487
4302253;Boa Vista do Sul (RS);737
4302303;Bom Jesus (RS);33275
4302352;Bom Princípio (RS);1163
4302378;Bom Progresso (RS);7134
4302402;Bom Retiro do Sul (RS);629
4302451;Boqueirão do Leão (RS);5864
4302501;Bossoroca (RS);56240
4302584;Bozano (RS);20261
4302600;Braga (RS);12655
4302659;Brochier (RS);1002
4302709;Butiá (RS);11583
4302808;Caçapava do Sul (RS);29213
4302907;Cacequi (RS);44058
4303004;Cachoeira do Sul (RS);140915
4303103;Cachoeirinha (RS);-9999
4303202;Cacique Doble (RS);11359
4303301;Caibaté (RS);23706
4303400;Caiçara (RS);8612
4303509;Camaquã (RS);70684
4303558;Camargo (RS);7017
4303608;Cambará do Sul (RS);1466
4303673;Campestre da Serra (RS);16974
4303707;Campina das Missões (RS);9467
4303806;Campinas do Sul (RS);21128
4303905;Campo Bom (RS);153
4304002;Campo Novo (RS);19116
4304101;Campos Borges (RS);10462
4304200;Candelária (RS);39664
4304309;Cândido Godói (RS);15552
4304358;Candiota (RS);21689
4304408;Canela (RS);364
4304507;Canguçu (RS);75175
4304606;Canoas (RS);715
4304614;Canudos do Vale (RS);770
4304622;Capão Bonito do Sul (RS);34686
4304630;Capão da Canoa (RS);170
4304655;Capão do Cipó (RS);73357
4304663;Capão do Leão (RS);15757
4304671;Capivari do Sul (RS);15708
4304689;Capela de Santana (RS);2074
4304697;Capitão (RS);177
4304705;Carazinho (RS);47054
4304713;Caraá (RS);3050
4304804;Carlos Barbosa (RS);1410
4304853;Carlos Gomes (RS);5363
4304903;Casca (RS);12638
4304952;Caseiros (RS);10511
4305009;Catuípe (RS);46063
4305108;Caxias do Sul (RS);15814
4305116;Centenário (RS);9507
4305124;Cerrito (RS);7886
4305132;Cerro Branco (RS);5316
4305157;Cerro Grande (RS);7674
4305173;Cerro Grande do Sul (RS);7030
4305207;Cerro Largo (RS);9619
4305306;Chapada (RS);52880
4305355;Charqueadas (RS);7241
4305371;Charrua (RS);11485
4305405;Chiapetta (RS);40455
4305439;Chuí (RS);4908
4305447;Chuvisca (RS);7243
4305454;Cidreira (RS);1609
4305504;Ciríaco (RS);16374
4305587;Colinas (RS);906
4305603;Colorado (RS);27464
4305702;Condor (RS);42986
4305801;Constantina (RS);14675
4305835;Coqueiro Baixo (RS);377
4305850;Coqueiros do Sul (RS);17402
4305871;Coronel Barros (RS);15792
4305900;Coronel Bicaco (RS);50682
4305934;Coronel Pilar (RS);1492
4305959;Cotiporã (RS);2983
4305975;Coxilha (RS);45708
4306007;Crissiumal (RS);19043
4306056;Cristal (RS);16610
4306072;Cristal do Sul (RS);8687
4306106;Cruz Alta (RS);116265
4306130;Cruzaltense (RS);11261
4306205;Cruzeiro do Sul (RS);6204
4306304;David Canabarro (RS);10293
4306320;Derrubadas (RS);15978
4306353;Dezesseis de Novembro (RS);2134
4306379;Dilermando de Aguiar (RS);26520
4306403;Dois Irmãos (RS);396
4306429;Dois Irmãos das Missões (RS);23198
4306452;Dois Lajeados (RS);3070
4306502;Dom Feliciano (RS);14261
4306551;Dom Pedro de Alcântara (RS);871
4306601;Dom Pedrito (RS);160158
4306700;Dona Francisca (RS);4058
4306734;Doutor Maurício Cardoso (RS);26169
4306759;Doutor Ricardo (RS);1628
4306767;Eldorado do Sul (RS);14027
4306809;Encantado (RS);1308
4306908;Encruzilhada do Sul (RS);47097
4306924;Engenho Velho (RS);6635
4306932;Entre-Ijuís (RS);49382
4306957;Entre Rios do Sul (RS);6925
4306973;Erebango (RS);13711
4307005;Erechim (RS);13797
4307054;Ernestina (RS);21278
4307104;Herval (RS);15370
4307203;Erval Grande (RS);4534
4307302;Erval Seco (RS);22112
4307401;Esmeralda (RS);35170
4307450;Esperança do Sul (RS);7705
4307500;Espumoso (RS);71808
4307559;Estação (RS);7448
4307609;Estância Velha (RS);137
4307708;Esteio (RS);450
4307807;Estrela (RS);3702
4307815;Estrela Velha (RS);18807
4307831;Eugênio de Castro (RS);40457
4307864;Fagundes Varela (RS);3312
4307906;Farroupilha (RS);6737
4308003;Faxinal do Soturno (RS);4535
4308052;Faxinalzinho (RS);6172
4308078;Fazenda Vilanova (RS);1111
4308102;Feliz (RS);528
4308201;Flores da Cunha (RS);5496
4308250;Floriano Peixoto (RS);8161
4308300;Fontoura Xavier (RS);9134
4308409;Formigueiro (RS);19032
4308433;Forquetinha (RS);816
4308458;Fortaleza dos Valos (RS);42506
4308508;Frederico Westphalen (RS);12270
4308607;Garibaldi (RS);2954
4308656;Garruchos (RS);23989
4308706;Gaurama (RS);10322
4308805;General Câmara (RS);13706
4308854;Gentil (RS);11658
4308904;Getúlio Vargas (RS);21395
4309001;Giruá (RS);94176
4309050;Glorinha (RS);3295
4309100;Gramado (RS);1087
4309126;Gramado dos Loureiros (RS);8316
4309159;Gramado Xavier (RS);6732
4309209;Gravataí (RS);1108
4309258;Guabiju (RS);7157
4309308;Guaíba (RS);5179
4309407;Guaporé (RS);7646
4309506;Guarani das Missões (RS);24429
4309555;Harmonia (RS);1342
4309571;Herveiras (RS);3455
4309605;Horizontina (RS);20448
